OFFICE TYPE,SITE NAME,ALTERNATIVE NAME,ADDRESS,SUBURB,STATE,POSTCODE,LATITUDE,LONGITUDE,Open,Close,Closed for lunch/Office Notes
Centrelink Customer Service Centre,Albury,,430 Wilson Street,Albury,NSW,2640,-36.07727,146.92370,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Townsville Jobseekers,,307 Ross River Road,Aitkenvale,QLD,4814,-19.29713,146.76441,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Albany,,15 Peels Place,Albany,WA,6330,-35.02591,117.88466,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Alice Springs,,5 Railway Terrace,Alice Springs,NT,870,-23.69590,133.88036,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Tangentyere,,4 Elder Street,Alice Springs,NT,870,-23.69924,133.87184,08:30:00,15:00:00,12:00:00 to 13:00:00
Centrelink Customer Service Centre,Armadale (WA),,40-42 William Street,Armadale,WA,6112,-32.15567,116.01372,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Ararat,,45-47 King Street (Cnr King & High Sts),Ararat,VIC,3377,-37.28326,142.93661,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Seniors & Carers Robina,,"Level 5, Robina Town Centre, 19-33 Robina Town Centre Drive",Robina,QLD,4230,-28.07749,153.38539,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Armidale (NSW),,246-248 Beardy Street,Armidale,NSW,2350,-30.51246,151.66191,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Atherton,,3 Cook Street,Atherton,QLD,4883,-17.26322,145.47927,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Auburn,,5-9 Macquarie Road,Auburn,NSW,2144,-33.84777,151.03332,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Ayr,,100 MacMillan Street,Ayr,QLD,4807,-19.57682,147.40660,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Ballarat,,4-12 Albert Street,Ballarat,VIC,3350,-37.56333,143.85849,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bankstown,,"G, L1 & 4, 2-14 Meredith Street",Bankstown,NSW,2200,-33.91720,151.03111,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Baulkham Hills,,7 Seven Hills Road,Baulkham Hills,NSW,2153,-33.76209,150.99159,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bundaberg,,26 Woongarra Street,Bundaberg,QLD,4670,-24.86614,152.35411,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Beaudesert,,33 William Street,Beaudesert,QLD,4285,-27.99026,152.99889,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Beenleigh,,Stock Yard Lane,Beenleigh,QLD,4207,-27.71957,153.20658,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bega,,49-61 Church Street,Bega,NSW,2550,-36.67370,149.84170,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bendigo,,231-245 Lyttleton Terrace,Bendigo,VIC,3550,-36.75950,144.28262,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Berri,,5 Riverview Drive,Berri,SA,5343,-34.28789,140.60191,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bathurst,,166 -168 Russell St,Bathurst,NSW,2795,-33.41674,149.57715,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Burnie,,23 Marine Terrace,Burnie,TAS,7320,-41.05438,145.90715,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Biggera Waters,,95 Brisbane Street,Biggera Waters,QLD,4216,-27.93545,153.39615,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Biloela,,49 Grevillea Street,Biloela,QLD,4715,-24.40099,150.51371,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Broken Hill,,180 Beryl Street,Broken Hill,NSW,2880,-31.95784,141.46209,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Blacktown,,8 First Avenue (ground floor),Blacktown,NSW,2148,-33.76838,150.91110,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Belconnen,,"Level 1, Northpoint Plaza 8 Chandler Street",Belconnen,ACT,2617,-35.23784,149.06879,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Belgrave,,1657-1661 Burwood Highway,Belgrave,VIC,3160,-37.90906,145.35402,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Ballina,,117-121 Tamar Street,Ballina,NSW,2478,-28.86713,153.55671,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Batemans Bay,,3 Flora Crescent,Batemans Bay,NSW,2536,-35.70976,150.17865,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Broome,,14 Napier Terrace,Broome,WA,6725,-17.95464,122.24006,08:00:00,16:00:00,No
Centrelink Customer Service Centre,Bondi Junction,,19-23 Hollywood Avenue,Bondi Junction,NSW,2022,-33.89365,151.25128,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Boronia,,3 William Street,Boronia,VIC,3155,-37.85891,145.28449,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bowen,,53 George Street ,Bowen,QLD,4805,-20.01501,148.24674,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bairnsdale,,60-62 MacLeod Street,Bairnsdale,VIC,3875,-37.82674,147.63355,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bourke,,16 Richard Street,Bourke,NSW,2840,-30.09117,145.93728,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Bowral,,38 Wingecarribee Street,Bowral,NSW,2576,-34.47863,150.41925,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Brunswick Heads,,3 Fingal Street,Brunswick Heads,NSW,2483,-28.54037,153.55171,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Browns Plains,,75-87 Grand Plaza Drive,Browns Plains,QLD,4118,-27.66424,153.04325,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Moreland,,172-186 Moreland Road (ground floor),Brunswick,VIC,3056,-37.75575,144.96322,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Busselton,,65 Duchess Street,Busselton,WA,6280,-33.64833,115.34546,08:00:00,16:00:00,No
Centrelink Customer Service Centre,Burwood,,56 Railway Parade,Burwood,NSW,2134,-33.87112,151.10097,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Bunbury,,54-56 Wittenoom Street,Bunbury,WA,6230,-33.32394,115.63525,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Rosny Park,,2 Gordons Hill Road,Rosny Park,TAS,7018,-42.86619,147.37231,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Box Hill,,3-13 Harrow Street,Box Hill,VIC,3128,-37.82124,145.12382,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Byron Bay,,6 Byron Street,Byron Bay,NSW,2481,-28.64445,153.61446,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Casuarina,,50 Bradshaw Terrace,Casuarina,NT,810,-12.37187,130.88129,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Cabramatta,,251-257 Cabramatta Road,Cabramatta,NSW,2166,-33.89591,150.93409,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Camden,,16-22 Murray Street,Camden,NSW,2570,-34.05617,150.69418,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Cannington,,1290-1298 Albany Highway,Cannington,WA,6107,-32.01518,115.92928,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Capalaba,,42 Redland Bay Road,Capalaba,QLD,4157,-27.52385,153.19258,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Caringbah,,15-21 President Avenue,Caringbah,NSW,2229,-34.04258,151.12139,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Casino,,46 Hickey Street,Casino,NSW,2470,-28.86344,153.05052,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Braddon,,13 Lonsdale Street,Braddon,ACT,2612,-35.27411,149.13225,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Ceduna,,22B East Terrace (co-located in PM&C premises),Ceduna,SA,5690,-32.12374,133.67566,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Cessnock,,186-194 Vincent Street,Cessnock,NSW,2325,-32.83867,151.35553,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Coffs Harbour,,21-25 Duke Street,Coffs Harbour,NSW,2450,-30.29670,153.11870,08:30:00,16:30:00,12:00:00 to 13:30:00
Centrelink Customer Service Centre,Charlestown,,331 Charlestown Road (Level 1),Charlestown,NSW,2290,-32.96075,151.69566,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Chermside,,18 Banfield Street,Chermside,QLD,4032,-27.38179,153.03104,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Cheltenham,,1242a Nepean Highway,Cheltenham,VIC,3192,-37.96752,145.05865,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Charters Towers,,31 Hodgkinson Street,Charters Towers,QLD,4820,-20.07754,146.26041,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Charleville,,78-80 Edward Street,Charleville,QLD,4470,-26.40429,146.23950,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Caloundra,,54 Canberra Terrace,Caloundra,QLD,4551,-26.80413,153.13615,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Cleveland,,159 Bloomfield Street,Cleveland,QLD,4163,-27.52917,153.26674,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Cooma,,65 Massie Street,Cooma,NSW,2630,-36.23366,149.12518,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Campbelltown,,8-10 Browne Street,Campbelltown,NSW,2560,-34.06518,150.81721,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Cairns Jobseekers,,23 Aplin Street,Cairns,QLD,4870,-16.92161,145.77295,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Colac,,108 Bromfield Street,Colac,VIC,3250,-38.34112,143.58917,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Coober Pedy,,Lot 715 Hutchinson Street,Coober Pedy,SA,5723,-29.00401,134.75524,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Corrimal,,Corner Collins and Underwood Street,Corrimal,NSW,2518,-34.37025,150.89625,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Cranbourne,,7-9 Codrington St,Cranbourne,VIC,3977,-38.11246,145.28454,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Seniors & Carers Cairns,,104 Grafton Street,Cairns,QLD,4870,-16.92229,145.77442,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Kilkenny,,8 Regency Road,Kilkenny,SA,5009,-34.87500,138.55180,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Campsie,,19-21 Anglo Road,Campsie,NSW,2194,-33.91096,151.10231,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Chatswood,,56-64 Archer Street,Chatswood,NSW,2067,-33.79696,151.18575,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Whitsunday,,"224 Shute Harbour Road, Cannonvale",Cannonvale,QLD,4802,-20.27667,148.70042,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Carnarvon,,76 Robinson Street,Carnarvon,WA,6701,-24.88086,113.65972,08:00:00,16:00:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Cowra,,93-95 Brisbane St,Cowra,NSW,2794,-33.83584,148.69135,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Dandenong,,27-29 Robinson Street,Dandenong,VIC,3175,-37.98770,145.21052,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Dapto,,41-43 Baan Baan Street,Dapto,NSW,2530,-34.49382,150.79638,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Darlinghurst,,137-153 Crown Street,Darlinghurst,NSW,2010,-33.87637,151.21556,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Deception Bay,,"Deception Bay Shopping Centre, Cnr Maine Terrace & Bay Avenue",Deception Bay,QLD,4508,-27.19272,153.03027,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Darebin,,251 Murray Street,Preston,VIC,3072,-37.73820,145.00230,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Dubbo,,64 Wingewarra Street,Dubbo,NSW,2830,-32.24898,148.60454,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Dalby,,34-36 Patrick Street,Dalby,QLD,4405,-27.18026,151.26456,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Derby,,44 Clarendon Street,Derby,WA,6728,-17.30501,123.62884,08:00:00,16:00:00,No
Centrelink Customer Service Centre,Deniliquin,,324-332 Cressy Street,Deniliquin,NSW,2710,-35.52871,144.96219,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Devonport,,167 William Street,Devonport,TAS,7310,-41.17479,146.35092,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Cairns Earlville,,480 Mulgrave Road,Earlville,QLD,4870,-16.94152,145.74051,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Echuca,,69 Heygarth Street,Echuca,VIC,3564,-36.12498,144.74620,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Elizabeth,,10 Langford Drive,Elizabeth,SA,5112,-34.72049,138.66431,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Emerald,,21 Egerton Street,Emerald,QLD,4720,-23.52423,148.15922,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Enfield,,298-302 Main North Road Prospect,Prospect,SA,5082,-34.87160,138.60138,08:30:00,16:30:00,No
Centrelink Customer Service Centre,The Entrance,,16-18 Fairview Avenue,The Entrance,NSW,2261,-33.34330,151.49634,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Esperance,,58 The Esplanade,Esperance,WA,6450,-33.86351,121.89219,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Ettalong,,241 Ocean View Road,Ettalong,NSW,2257,-33.51379,151.33746,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Fairfield,,29-33 Barbara Street,Fairfield,NSW,2165,-33.87276,150.95339,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Fountain Gate,,71-73 Webb Street Narre Warren,Narre Warren,VIC,3805,-38.02255,145.30631,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Footscray,,75 Moore St,Footscray,VIC,3011,-37.79967,144.90346,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Fortitude Valley,,435 St Pauls Terrace,Fortitude Valley,QLD,4006,-27.45460,153.03336,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Tuncurry,,116 Manning Street,Tuncurry,NSW,2428,-32.17190,152.49830,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Fremantle,,7 Packenham Street,Fremantle,WA,6160,-32.05425,115.74383,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Gawler,,23 High Street,Gawler,SA,5118,-34.60007,138.75007,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Goodna,,1 William Street,Goodna,QLD,4300,-27.60726,152.89570,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Goondiwindi,,31 Marshall Street,Goondiwindi,QLD,4390,-28.54637,150.30333,08:30:00,16:30:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Geelong,,12-14 Little Ryrie Street,Geelong,VIC,3220,-38.14920,144.35522,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Geraldton,,Corner Forrest Street and Chapman Road,Geraldton,WA,6530,-28.77082,114.61273,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Griffith,,95-97 Yambil Street,Griffith,NSW,2680,-34.28909,146.04573,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Grafton,,4-8 King Street,Grafton,NSW,2460,-29.68991,152.93267,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Gladstone,,164-170 Goondoon Street,Gladstone,QLD,4680,-23.84622,151.25814,08:30:00,16:30:00,Yes - Irregular Hours
Centrelink Customer Service Centre,Glenorchy,,455 Main Rd,Glenorchy,TAS,7010,-42.83047,147.27010,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Broadmeadows,,16-22 Pearcedale Parade,Broadmeadows,VIC,3047,-37.68202,144.91612,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Glenelg,,156-158 Jetty Road,Glenelg,SA,5045,-34.98022,138.51879,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Glen Innes,,300 Grey Street,Glen Innes,NSW,2370,-29.73776,151.73556,09:00:00,16:00:00,12:30:00 to 13:30:00
Centrelink Customer Service Centre,Glen Waverley,,7 Bogong Avenue,Glen Waverley,VIC,3150,-37.88138,145.16124,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Gungahlin,,Gungahlin Marketplace 33 Hibberson Street,Gungahlin,ACT,2912,-35.18451,149.13492,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Gosnells,,94 Lissiman Street,Gosnells,WA,6110,-32.06971,115.99874,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Gosford,,7-13 Watt Street,Gosford,NSW,2250,-33.42396,151.34402,00:00 ,Mon to Fri - Irregular Hours,Yes - Irregular Hours
Centrelink Customer Service Centre,Goulburn,,136 Auburn Street,Goulburn,NSW,2580,-34.75572,149.71729,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Greensborough,,16-20 Grimshaw Street,Greensborough,VIC,3088,-37.70488,145.10676,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Gunnedah,,34 Chandos Street,Gunnedah,NSW,2380,-30.97749,150.25019,09:00:00,16:30:00,No
Centrelink Customer Service Centre,Gympie,,27 OConnell Street,Gympie,QLD,4570,-26.18736,152.66149,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Hastings,,125 High Street,Hastings,VIC,3915,-38.30781,145.18694,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Hobart,,30-38 Barrack Street,Hobart,TAS,7000,-42.88580,147.32258,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Heidelberg,,21 Yarra Street,Heidelberg,VIC,3084,-37.75890,145.06975,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Hervey Bay,,6 Hunter St,Pialba,QLD,4655,-25.28288,152.84124,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Hamilton,,258 Gray Street,Hamilton,VIC,3300,-37.74150,142.02759,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Hornsby,,117-119 Pacific Highway,Hornsby,NSW,2077,-33.70723,151.09853,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Horsham,,Corner Darlot and McLachlan Street,Horsham,VIC,3400,-36.71317,142.19716,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Hurstville,,430 Forrest Road,Hurstville,NSW,2220,-33.96450,151.09735,08:00:00,17:00:00,No
Centrelink Customer Service Centre,Huonville,,1 Skinner Drive,Huonville,TAS,7109,-43.03119,147.04941,09:00:00,16:00:00,12:00:00 to 13:00:00
Centrelink Customer Service Centre,Innisfail,,72 Ernest Street,Innisfail,QLD,4860,-17.52449,146.02787,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Ingleburn,,27-31 Carlisle Street,Ingleburn,NSW,2565,-33.99775,150.86796,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Inala,,14 Wirraway Parade,Inala,QLD,4077,-27.60139,152.97454,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Ingham,,48 Herbert Street,Ingham,QLD,4850,-18.64973,146.15938,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Innaloo,,37 Ellen Stirling Boulevard,Innaloo,WA,6018,-31.89869,115.80170,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Inverell,,158 Otho Street,Inverell,NSW,2360,-29.77744,151.11445,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Ipswich,,78 East Street,Ipswich,QLD,4305,-27.61720,152.76024,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Mt Isa,,30-32 West Street,Mt Isa,QLD,4825,-20.72491,139.49098,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Joondalup,,68 Reid Promenade,Joondalup,WA,6027,-31.74185,115.77141,08:30:00,16:30:00,No
Centrelink Customer Service Centre,Kadina,,22-24 Taylor Street,Kadina,SA,5554,-33.96283,137.71213,08:30:00,16:30:00,No
