OFFICE TYPE,SITE NAME,ALTERNATIVE NAME,ADDRESS,SUBURB,STATE,POSTCODE,LATITUDE,LONGITUDE,Open,Close,Closed for lunch/Office Notes
Access Point,Mingenew,,50 Midlands Road,Mingenew,WA,6522,-29.19200,115.44190,,,
Access Point,Mintabie,,Lot 268 Main St,Mintabie,SA,5724,-27.31410,133.29750,,,
Access Point,Mirboo North,,88 Ridgway,Mirboo North,VIC,3871,-38.40210,146.16190,,,
Access Point,Mission Beach,,2018 Tully-Mission Beach Road,Mission Beach,QLD,4852,-17.89580,146.09140,,,
Access Point,Mitchell,,Corner Mary And Dublin Street,Mitchell,QLD,4465,-26.48584,147.97929,,,
Access Point,Morawa,,36 Winfield Street,Morawa,WA,6623,-29.21177,116.00892,,,
Access Point,Morgan,,Cnr 4th & 8th Street,Morgan,SA,5320,-34.03310,139.66870,,,
Access Point,Morven,,Albert Street,Morven,QLD,4468,-26.41590,147.11290,,,
Access Point,Mount Garnet,,Kennedy Highway,Mount Garnet,QLD,4872,-17.67600,145.11470,,,
Access Point,Mount Larcom,,47 Raglan Street,Mount Larcom,QLD,4695,-23.79680,150.96880,,,
Access Point,Moura,,Shop 2/39 Young Street,Moura,QLD,4718,-24.57230,149.97300,,,
Access Point,Mowanjum,,Gibb River Road,Derby,WA,6728,-17.35506,123.70025,,,
Access Point,Mt Swan Station,Mc Donald Downs Station,Mt Swan Station,Alice Springs,NT,872,-22.61265,135.03457,,,
Access Point,Mukinbudin,,8 White Street,Mukinbudin,WA,6479,-30.91570,118.20370,,,
Access Point,Murray Downs Station,Imangara,Murray Downs Community Via,Alice Springs,NT,872,-21.04287,134.67647,,,
Access Point,Myrtleford,,32 Smith St,Myrtleford,VIC,3737,-36.55950,146.72380,,,
Access Point,Nannup,,10 Warren Road,Nannup,WA,6275,-33.97700,115.76540,,,
Access Point,Napranum,,123 Moingun Road,Napranum,QLD,4874,-12.68364,141.88835,,,
Access Point,Narembeen,,2/19 Churchill Street,Narembeen,WA,6369,-32.06540,118.39480,,,
Access Point,Nathalia,,44 Blake Street,Nathalia,VIC,3638,-36.05780,145.20610,,,
Access Point,Nepabunna,,"Arkaroola Road, Nepabunna Via",Copley,SA,5732,-30.58163,138.97998,,,
Access Point,Neutral Junction Station,,Tara Community Via,Alice Springs,NT,872,-21.51458,133.98638,,,
Access Point,Newdegate,,Collier Street,Newdegate,WA,6355,-33.09130,119.01700,,,
Access Point,Newstead,,45 Lyons Street,Newstead,VIC,3462,-37.10770,144.06300,,,
Access Point,Northampton,,Lot 475 Robinson Street,Northampton,WA,6535,-28.34907,114.63464,,,
Access Point,Northcliffe,,Muirillup Road,Northcliffe,WA,6262,-34.63080,116.11960,,,
Access Point,Ongerup,,Jaekel Street,Ongerup,WA,6336,-33.96270,118.48820,,,
Access Point,Ouyen,,28 Britt Street,Ouyen,VIC,3490,-35.07399,142.31276,,,
Access Point,Pemberton,,29 Brockman St,Pemberton,WA,6260,-34.44630,116.03210,,,
Access Point,Perenjori,,Fowler Street,Perenjori,WA,6620,-29.44020,116.28550,,,
Access Point,Pilliga,,60 Dangar Street,Pilliga,NSW,2388,-30.35150,148.88750,,,
Access Point,Pingrup,,2 Burston Street,Pingrup,WA,6343,-33.53430,118.50840,,,
Access Point,Pinnaroo,,2 Bundey Tce,Pinnaroo,SA,5304,-35.25770,140.90260,,,
Access Point,Pomona,,1 Memorial Ave,Pomona,QLD,4568,-26.36300,152.85600,,,
Access Point,Pooncarie,,Tarcoola Street,Pooncarie,NSW,2648,-33.38990,142.56910,,,
Access Point,Port Douglas,,6-10 Mowbray Street,Port Douglas,QLD,4877,-16.48440,145.46310,,,
Access Point,Port Macdonnell,,7 Charles Street,Port Macdonnell,SA,5291,-38.05239,140.69902,,,
Access Point,Portland,,20 Green Street,Portland,NSW,2847,-33.35330,149.97390,,,
Access Point,Pyramid Hill,,22 Kelly Street,Pyramid Hill,VIC,3575,-36.05448,144.11521,,,
Access Point,Quairading,,1 Parker Street,Quairading,WA,6383,-32.00820,117.40030,,,
Access Point,Quambatook,,8 Guthrie Street,Quambatook,VIC,3540,-35.85070,143.51660,,,
Access Point,Quilpie,,52 Brolga Sreet,Quilpie,QLD,4480,-26.61368,144.26625,,,
Access Point,Ravenshoe,,Ascham St,Ravenshoe,QLD,4888,-17.61312,145.48115,,,
Access Point,Ravensthorpe,,Dunn Street,Ravensthorpe,WA,6346,-33.58130,120.04400,,,
Access Point,Red Gum Store,Mc Donald Downs Station,"Redgum Store, Via",Alice Springs,NT,872,-22.40848,135.11307,,,
Access Point,Richmond,,50 Goldring Street,Richmond,QLD,4822,-20.73180,143.13450,,,
Access Point,Rittarangu,Urapunga,Urapunga Community,Katherine,NT,852,-14.70519,134.56226,,,
Access Point,Robe,,Mundy Terrace,Robe,SA,5276,-37.16280,139.75620,,,
Access Point,Robertstown,,7 Commercial Street,Robertstown,SA,5381,-33.98988,139.07959,,,
Access Point,Rollingstone,,44 Community Crescent,Rollingstone,QLD,4816,-19.04350,146.39160,,,
Access Point,Roxby Downs,,24 Tutop St,Roxby Downs,SA,5725,-30.56305,136.89546,,,
Access Point,Rushworth,,67 High Street,Rushworth,VIC,3612,-36.58710,145.01690,,,
Access Point,Sanctuary Point,,"Shop 1, 204 Kerry Street",Sanctuary Point,NSW,2540,-35.10560,150.62503,,,
Access Point,Sarina,,65 Broad Street,Sarina,QLD,4737,-21.42132,149.21613,,,
Access Point,Scotdesco,,Eyre Highway,Bookabie,SA,5690,-31.83921,132.67941,,,
Access Point,Sea Lake,,54-56 Best Street,Sea Lake,VIC,3533,-35.50490,142.84770,,,
Access Point,Silkwood,,78 Victoria Street,Silkwood,QLD,4856,-17.74550,146.02250,,,
Access Point,Southern Cross,,Cnr Canopus & Altair Streets,Southern Cross,WA,6426,-31.23090,119.32560,,,
Access Point,Stanhope,,25 Birdwood Avenue,Stanhope,VIC,3623,-36.44581,144.98408,,,
Access Point,Stephens Island,Ugar,Lot 1 Randall Street,Stephens Island,QLD,4875,-9.50655,143.54580,,,
Access Point,Sussex Inlet,,161-163 Jacobs Drive,Sussex Inlet,NSW,2540,-35.16480,150.59170,,,
Access Point,Swansea,,40 Franklin Street,Swansea,TAS,7190,-42.12302,148.07349,,,
Access Point,Tabulam,,14a Jubullum Street,Tabulam,NSW,2469,-28.89462,152.52891,,,
Access Point,Talbingo,,4/49 Lampe Street,Talbingo,NSW,2720,-35.58020,148.30250,,,
Access Point,Tambellup,,34 Norrish Street,Tambellup,WA,6320,-34.04010,117.63910,,,
Access Point,Tambo,,24 Arthur Street,Tambo,QLD,4478,-24.88440,146.25410,,,
Access Point,Taroom,,10 Yaldwyn Street,Taroom,QLD,4420,-25.63020,149.85220,,,
Access Point,Tarwin Lower,,4/47 River Drive,Tarwin Lower,VIC,3956,-38.70107,145.86807,,,
Access Point,Terang,,66-68 High Street,Terang,VIC,3264,-38.24040,142.91630,,,
Access Point,Theodore,,74 The Boulevard,Theodore,QLD,4719,-24.94297,150.07562,,,
Access Point,Tibooburra,,1 Silver City Hwy,Tibooburra,NSW,2880,-29.43170,142.01050,,,
Access Point,Tingha,,7 Opal Street,Tingha,NSW,2369,-29.95540,151.21170,,,
Access Point,Tjirrkarli,,"Lot 13, Second St, Tjirrkarli Community Via",Alice Springs,WA,872,-26.00145,125.47162,,,
Access Point,Tjukurla,,"Lot 28, Tjukurla Community Via",Alice Springs,NT,872,-24.34750,128.71959,,,
Access Point,Tocumwal,,2 Deniliquin Road,Tocumwal,NSW,2714,-35.81500,145.56810,,,
Access Point,Toodyay,,79 Stirling Terrace,Toodyay,WA,6566,-31.54930,116.46510,,,
Access Point,Tottenham,,69 Umang Street,Tottenham,NSW,2873,-32.24160,147.36930,,,
Access Point,Tullamore,,37 Cardigan Street,Tullamore,NSW,2874,-32.63195,147.56404,,,
Access Point,Ultima,,2 Dillon Street,Ultima,VIC,3544,-35.47520,143.26500,,,
Access Point,Urana,,30-32 William Street,Urana,NSW,2645,-35.33170,146.26890,,,
Access Point,Urandangi,The Dangi,Cnr Hutton & Margaret Streets - Urandangi,Mount Isa,QLD,4825,-21.60966,138.31682,,,
Access Point,Wagait Beach,Ironstone,Wagait Beach Via,Darwin,NT,801,-12.43997,130.74588,,,
Access Point,Wallan,,42 Bentinck Street,Wallan,VIC,3756,-37.41270,144.97920,,,
Access Point,Wallerawang,,Main Street,Wallerawang,NSW,2845,-33.41600,150.06900,,,
Access Point,Walpole,,Latham Avenue,Walpole,WA,6398,-34.97830,116.73350,,,
Access Point,Wandering,,18 Watts Street,Wandering,WA,6308,-32.67850,116.67040,,,
Access Point,Waroona,,10 Henning Street,Waroona,WA,6215,-32.84550,115.92230,,,
Access Point,Watinuma,,"Amata Watinuma Rd, Watinuma Homeland Via",Alice Springs,SA,872,-26.52083,131.88086,,,
Access Point,West Arthur,Darkan,27-29 Burrows Street,Darkan,WA,6392,-33.33640,116.74090,,,
Access Point,White Cliffs,,Corner Keraro Road & Johnston Street,White Cliffs,NSW,2836,-30.84850,143.10740,,,
Access Point,Whitemark,Flinders Island,Flinders Island,Whitemark,TAS,7255,-40.11186,148.01856,,,
Access Point,Willaura,,84 Main Street,Willaura,VIC,3379,-37.54380,142.74160,,,
Access Point,Williams,,5 Brooking Street,Williams,WA,6391,-33.02600,116.87990,,,
Access Point,Wilora,Stirling Cattle Station,Wilora Community Via,Alice Springs,NT,872,-21.74135,133.73141,,,
Access Point,Wongan Hills,,Lot 1 Wongan Road,Wongan Hills,WA,6603,-30.88960,116.71700,,,
Access Point,Wudinna,,"Ramsey Building, 44 Eyre Highway",Wudinna,SA,5652,-33.04770,135.45770,,,
Access Point,Wurankuwu,Ranku,Kerinaiua Highway,Bathurst Island,NT,822,-11.61738,130.27664,,,
Access Point,Wyalkatchem,,Lot 5700 Railway Terrace,Wyalkatchem,WA,6485,-31.17960,117.38120,,,
Access Point,Wycheproof,,280 Broadway,Wycheproof,VIC,3527,-36.07748,143.22617,,,
Access Point,Yankalilla,,181 Main South Road,Yankalilla,SA,5203,-35.45460,138.33560,,,
Access Point,Yarra Junction,,2463 Warburton Highway,Yarra Junction,VIC,3797,-37.78152,145.61450,,,
Access Point,Yeoval,,Cnr Forbes And Obley Street,Yeoval,NSW,2868,-32.75550,148.65260,,,
Access Point,York,,89 Avon Terrace,York,WA,6302,-31.89110,116.76750,,,
Access Point,Yurmulun,Pandanus Park,Community Admin Office,Derby,WA,6728,-17.73689,123.65945,,,
Agent,Agnes Water,,71 Springs Rd,Agnes Water,QLD,4677,-24.20270,151.89800,,,
Agent,Alexandra,,58 Grant Street,Alexandra,VIC,3714,-37.19100,145.71100,,,
Agent,Ali Curung,,"Lot 278, Kinjurra Drive, Ali Curung Cmty Via",Alice Springs,NT,872,-21.00502,134.40715,,,
Agent,Alpurrurulam,,Alpurrurulam Community Via,Mount Isa,NT,4825,-20.98420,137.84750,,,
Agent,Amata,,"Lot 202, Amata Community Via",Alice Springs,SA,872,-26.15150,131.14842,,,
Agent,Amoonguna,,"Lot 61, White Gum Drive, Amoonguna Cmty Via",Alice Springs,NT,870,-23.76638,133.93658,,,
Agent,Ampilatwatja,,Lot 3 Main Street Ampilawatja Community Via,Alice Springs,NT,872,-21.65566,135.22569,,,
Agent,Apollo Bay,,75 Mc Lachlan St,Apollo Bay,VIC,3233,-38.75380,143.66410,,,
Agent,Aputula,Finke,"Lot 1, Apatula Community Via",Alice Springs,NT,872,-25.57909,134.57571,,,
Agent,Areyonga,,"Lot 58, Utju Drive, Areyonga Community Via",Alice Springs,NT,872,-24.07513,132.27274,,,
Agent,Ashford,,30-32 Albury Street,Ashford,NSW,2361,-29.32150,151.09530,,,
Agent,Atitjere,Harts Range,"Lot 106, Atitjere Community Via",Alice Springs,NT,872,-22.98753,134.93443,,,
Agent,Aurukun,,5 Kang Kang Road,Aurukun,QLD,4892,-13.35924,141.72804,,,
Agent,Babinda,,51 Munro St,Babinda,QLD,4861,-17.34430,145.92280,,,
Agent,Badu Island,,199 Nona Street,Badu Island,QLD,4875,-10.15845,142.16503,,,
Agent,Balaklava,,Wallace Street,Balaklava,SA,5461,-34.14080,138.43600,,,
Agent,Ballan,,143 Inglis Street,Ballan,VIC,3342,-37.60021,144.22812,,,
Agent,Balranald,,95 Court Street,Balranald,NSW,2715,-34.64040,143.56300,,,
Agent,Barcaldine,,65 Ash St,Barcaldine,QLD,4725,-23.55350,145.29030,,,
Agent,Bardi,One Arm Point,235km Nrth Of Broome Buccaneer Archipeligo,Broome,WA,6725,-16.44525,123.06056,,,
Agent,Barraba,,27 Alice Street,Barraba,NSW,2347,-30.38000,150.60770,,,
Agent,Barunga,Bamyili,Barunga Community,Barunga,NT,852,-14.52584,132.86502,,,
Agent,Beaconsfield,,West Street,Beaconsfield,TAS,7270,-41.20110,146.81390,,,
Agent,Beagle Bay,,Beagle Bay Community,Broome,WA,6725,-16.98325,122.66505,,,
Agent,Beaufort,,72 Neill Street,Beaufort,VIC,3373,-37.42880,143.38360,,,
Agent,Bellingen,,1/29 Hyde Street,Bellingen,NSW,2454,-30.44980,152.89780,,,
Agent,Belyuen,Delissaville,Cox Peninsular Road,Belyuen,NT,822,-12.53808,130.69937,,,
Agent,Bidyadanga,,Bidyadanga Community,Broome,WA,6725,-18.68458,121.77981,,,
Agent,Biggenden,,47 Edward Street,Biggenden,QLD,4621,-25.51060,152.04360,,,
Agent,Bingara,,24 Maitland Street,Bingara,NSW,2404,-29.86700,150.57100,,,
Agent,Blackall,,16 Short St,Blackall,QLD,4472,-24.42110,145.46400,,,
Agent,Blackbutt,,69 Hart Street,Blackbutt,QLD,4306,-26.88860,152.09970,,,
Agent,Blackwater,,Wey St,Blackwater,QLD,4717,-23.58300,148.87820,,,
Agent,Boddington,,20 Bannister Road,Boddington,WA,6390,-32.80220,116.47510,,,
Agent,Boigu Island,,66 Chambers Street,Boigu Island,QLD,4875,-9.23232,142.22030,,,
Agent,Boonah,,4 Little High Street,Boonah,QLD,4310,-27.99840,152.68440,,,
Agent,Bordertown,,63 Farquhar Street,Bordertown,SA,5268,-36.31130,140.77190,,,
Agent,Boulia,,Burke Street,Boulia,QLD,4829,-22.90824,139.90648,,,
Agent,Brewarrina,,57 Bathurst Street,Brewarrina,NSW,2839,-29.95840,146.87000,,,
Agent,Bridgetown,,150 Hampton Street,Bridgetown,WA,6255,-33.95670,116.13750,,,
Agent,Bulahdelah,,63 Stroud Street,Bulahdelah,NSW,2423,-32.40920,152.20500,,,
Agent,Burketown,,5 Bowen Street,Burketown,QLD,4830,-17.73664,139.54457,,,
Agent,Burringurrah,,Burringurrah Community,Meekatharra,WA,6642,-24.65039,116.93196,,,
Agent,Camooweal,,31 Barkly Street,Camooweal,QLD,4828,-19.92280,138.12157,,,
Agent,Camperdown,,4 Church Street,Camperdown,VIC,3260,-38.23171,143.14674,,,
Agent,Cann River,,13 Princes Highway,Cann River,VIC,3890,-37.56576,149.15053,,,
Agent,Canteen Creek,Owairtilla,"Lot 45, Canteen Creek Via",Alice Springs,NT,872,-20.64480,135.58614,,,
Agent,Caroona,Walhallow,Via,Caroona,NSW,2343,-31.40450,150.42310,,,
Agent,Casterton,,79 Henty Street,Casterton,VIC,3311,-37.58672,141.40314,,,
Agent,Castlemaine,,65 Templeton Street,Castlemaine,VIC,3450,-37.06380,144.21830,,,
Agent,Charlton,,High Street,Charlton,VIC,3525,-36.26810,143.34940,,,
Agent,Chinchilla,,67-71 Middle Street,Chinchilla,QLD,4413,-26.73960,150.62660,,,
Agent,Christmas Island,,Murray Road,Christmas Island,WA,6798,-10.42441,105.68026,,,
Agent,Clare,,"Shop 7, 25 Old North Road",Clare,SA,5453,-33.83397,138.61362,,,
Agent,Clermont,Clermont Community Housing,2 Limes St,Clermont,QLD,4721,-22.82330,147.64030,,,
Agent,Cloncurry,,12a Ramsay Street,Cloncurry,QLD,4824,-20.70173,140.51179,,,
Agent,Cobar,,19 Barton Street,Cobar,NSW,2835,-31.50010,145.83950,,,
Agent,Cobram,,43-45 Punt Road,Cobram,VIC,3644,-35.91900,145.65360,,,
Agent,Cocos Islands,Cocos (keeling) Islands,Jalan Bunga Mawar,Home Island Cocos (Keeling) Islands,WA,6799,-12.11640,96.89717,,,
Agent,Coen,,29 Taylor Street,Coen,QLD,4892,-13.94459,143.19809,,,
Agent,Collarenebri,,2 Wilson Street,Collarenebri,NSW,2833,-29.54097,148.57970,,,
Agent,Collie,,154-158 Forrest St,Collie,WA,6225,-33.35710,116.14851,,,
Agent,Collinsville,,81 Garrick St,Collinsville,QLD,4804,-20.55360,147.84330,,,
Agent,Condobolin,,18 William Street,Condobolin,NSW,2877,-33.08940,147.14690,,,
Agent,Cooktown,,92 Charlotte Street,Cooktown,QLD,4895,-15.47650,145.23616,,,
Agent,Coonabarabran,,30 John Street,Coonabarabran,NSW,2357,-31.27240,149.27610,,,
Agent,Coonamble - Murdi Paaki,,2 Namoi Street,Coonamble,NSW,2829,-30.94966,148.38484,,,
Agent,Coonamble Rtc,,26 Castlereagh Street,Coonamble,NSW,2829,-30.95130,148.38880,,,
Agent,Cootamundra,,169a Parker Street,Cootamundra,NSW,2590,-34.64180,148.02430,,,
Agent,Corowa,,109 To 111 Sanger Street,Corowa,NSW,2646,-35.99797,146.39126,,,
Agent,Corryong,,39 Hanson Street,Corryong,VIC,3707,-36.19530,147.90580,,,
Agent,Cosmo Newberry,,Cosmo Newberry Aboriginal Corporation,Cosmo Newbery,WA,6440,-27.99435,122.89799,,,
Agent,Cowes,,56 Church Street,Cowes,VIC,3922,-38.45197,145.23890,,,
Agent,Crookwell,,48 Denison Street,Crookwell,NSW,2583,-34.45650,149.46680,,,
Agent,Crows Nest,,16 Charlotte Street,Crows Nest,QLD,4355,-27.26075,152.05629,,,
Agent,Cue,,33 Robinson Street,Cue,WA,6640,-27.42010,117.89500,,,
Agent,Culcairn,,40 Balfour Street,Culcairn,NSW,2660,-35.66820,147.03460,,,
Agent,Cunnamulla,,38 Stockyard Street,Cunnamulla,QLD,4490,-28.07110,145.68512,,,
Agent,Dajarra,,Matherson Street,Dajarra,QLD,4825,-21.69454,139.51373,,,
Agent,Daly River,Nauiyu Nambiyu,Nauiyu Nambiyu Community,Daly River,NT,822,-13.75111,130.69418,,,
Agent,Dareton,,51 Sturt Place,Dareton,NSW,2717,-34.09470,142.04460,,,
Agent,Dauan Island,Dauan Island,Lot 29 Main Street,Dauan Island,QLD,4875,-9.41352,142.53819,,,
Agent,Daylesford,,13 Hospital Street,Daylesford,VIC,3460,-37.33720,144.14380,,,
Agent,Deloraine,,8 Emu Bay Road,Deloraine,TAS,7304,-41.52480,146.65690,,,
Agent,Denham,Shark Bay,10 Denham Road,Denham,WA,6537,-25.92860,113.53580,,,
Agent,Denmark,,2 Strickland Street,Denmark,WA,6333,-34.95922,117.35444,,,
Agent,Dirranbandi,Dirranbandi Rural Transation Centre,35 Railway Street,Dirranbandi,QLD,4486,-28.58520,148.22520,,,
Agent,Djarindjin,Lombadina,Djarindjin Community Via,Broome,WA,6725,-16.51539,122.89350,,,
Agent,Docker River,Kaltukatjara,"Lot 227, Docker River Community Via",Alice Springs,NT,872,-24.87453,129.08331,,,
Agent,Donald,,31 Woods Street,Donald,VIC,3480,-36.37010,142.98170,,,
Agent,Dongara,Port Denison,11 Moreton Terrace,Dongara,WA,6525,-29.25100,114.93100,,,
Agent,Doomadgee,,Sharpe Street,Doomadgee,QLD,4830,-17.94043,138.82974,,,
Agent,Dorrigo,,"Multi-Purpose Service, Beech Street",Dorrigo,NSW,2453,-30.34090,152.71140,,,
Agent,Dover,,Huon Highway,Dover,TAS,7117,-43.31380,147.01610,,,
Agent,Dungog,,103 Dowling Street,Dungog,NSW,2420,-32.40490,151.75290,,,
Agent,Dunolly,,109 Broadway Street,Dunolly,VIC,3472,-36.85860,143.73050,,,
Agent,Eden,,Cnr Mitchell & Mlay St,Eden,NSW,2551,-37.06220,149.90510,,,
Agent,Edenhope,,49 Elizabeth Street,Edenhope,VIC,3318,-37.03636,141.28989,,,
Agent,Eidsvold,,57 Morton Street,Eidsvold,QLD,4627,-25.37348,151.12752,,,
Agent,Elliott,,9 Lewis St,Elliott,NT,862,-17.55372,133.54264,,,
Agent,Engawala,Alcoota Station,"Lot 2, Cnr Turner & Webb St",Alice Springs,NT,872,-22.80275,134.45484,,,
Agent,Enngonia,,9 Irrara Street,Enngonia,NSW,2840,-29.31860,145.84835,,,
Agent,Epenarra,Epenarra,"Lot 53, Epenarra Community Via",Tennant Creek,NT,862,-20.43511,135.23930,,,
Agent,Ernabella,Pukatja,Ernabella Community Via,Alice Springs,SA,872,-26.27465,132.13146,,,
Agent,Erub Island,Darnley Island,Medigee Village,Erub,QLD,4875,-9.58137,143.78213,,,
Agent,Esk,,Ipswich Street,Esk,QLD,4312,-27.23929,152.42110,,,
Agent,Euroa,,46-50 Binney Street,Euroa,VIC,3666,-36.75070,145.56990,,,
Agent,Evans Head,,"Johnny's Arcade, Oak Street",Evans Head,NSW,2473,-29.11780,153.43170,,,
Agent,Exmouth,,12 Learmonth Street,Exmouth,WA,6707,-21.92900,114.12360,,,
Agent,Forbes,,131 - 135 Rankin Street,Forbes,NSW,2871,-33.38690,148.00870,,,
Agent,Foster,,Cnr Station Road & Court Street,Foster,VIC,3960,-38.65350,146.20200,,,
Agent,Fregon,Kaltjiti,Fregon Community Via,Alice Springs,SA,872,-26.76334,132.02821,,,
Agent,Gapuwiyak,Lake Evella,Lot 203,Gapuwiyak,NT,880,-12.50605,135.80887,,,
Agent,Gatton,,7 William Street,Gatton,QLD,4343,-27.55643,152.27878,,,
Agent,Gayndah,,PO Box 390,Gayndah,QLD,4625,-25.62360,151.60810,,,
Agent,George Town,,12 Elizabeth Street,George Town,TAS,7253,-41.10296,146.82352,,,
Agent,Gilgandra,,20 Miller Street,Gilgandra,NSW,2827,-31.71090,148.66860,,,
Agent,Gloucester,,14 Queen Street,Gloucester,NSW,2422,-32.00680,151.95960,,,
Agent,Gnowangerup,,Yougenup Rd,Gnowangerup,WA,6335,-33.93710,118.00650,,,
Agent,Goodooga,,8 Brenda Street,Goodooga,NSW,2838,-29.11447,147.45586,,,
Agent,Grantville,,1504-1510 Bass Highway,Grantville,VIC,3984,-38.41520,145.53470,,,
